Time Bucket (America/New_York),Barn-Mains_A (kWhs),Barn-Mains_B (kWhs),Barn-Mains_C (kWhs),Barn-Clothes Dryer-Dryer (kWhs),Barn-Water Heater-Water Heater (kWhs),Barn-Other-garage lights? (kWhs),Barn-Other-Radon & (kWhs),Barn-Circuit_5 (kWhs),Barn-Circuit_6 (kWhs),Barn-Circuit_7 (kWhs),Barn-Pump-Well  (kWhs),Barn-Heat Pump-Heat Pump (kWhs),Barn-Other-Kitchen Outlets (kWhs),Barn-Other-Master Bedroom (kWhs),Barn-Circuit_12 (kWhs),Barn-Circuit_13 (kWhs),Barn-Circuit_14 (kWhs),Barn-Kitchen-Kitchen Stove (kWhs),Barn-Circuit_16 (kWhs)
02/24/2026 14:00:00,2.1820,2.1331,No CT,0.0000,0.8699,0.0015,0.0034,0.0058,0.0070,0.0000,0.0551,2.4284,0.0078,0.2917,0.0716,0.0106,0.1017,0.0220,0.0426
02/24/2026 15:00:00,2.0855,2.2623,No CT,0.0000,0.7297,0.0013,0.0034,0.0043,0.0090,0.0000,0.0279,2.0994,0.3348,0.3044,0.1606,0.0087,0.1014,0.0237,0.0475
02/24/2026 16:00:00,1.6281,1.5641,No CT,0.0000,0.0000,0.0000,0.0018,0.0037,0.0000,0.0000,0.0381,2.3787,0.0083,0.2874,0.1003,0.0110,0.1012,0.0133,0.0405
02/24/2026 17:00:00,3.7844,3.7723,No CT,0.0000,4.1283,0.0074,0.0070,0.0007,0.0025,0.0000,0.1951,2.3948,0.0094,0.2735,0.0677,0.0093,0.1028,0.0332,0.0423
02/24/2026 18:00:00,2.1514,2.0443,No CT,0.0000,0.6228,0.0011,0.0026,0.0040,0.0114,0.0000,0.0276,2.7660,0.0084,0.3250,0.0687,0.0111,0.1014,0.0186,0.0401
02/24/2026 19:00:00,2.2654,2.1799,No CT,0.0000,0.2880,0.0006,0.0027,0.0028,0.0244,0.0000,0.1146,3.2891,0.0071,0.3100,0.0477,0.0115,0.0967,0.0196,0.0386
02/24/2026 20:00:00,4.2861,4.1754,No CT,0.0000,4.1766,0.0080,0.0070,0.0024,0.0286,0.0000,0.1136,3.3902,0.0082,0.2742,0.0618,0.0100,0.0712,0.0379,0.0149
02/24/2026 21:00:00,2.4240,2.3837,No CT,0.0000,0.3097,0.0006,0.0031,0.0025,0.0072,0.0000,0.0370,3.7353,0.0084,0.2883,0.0518,0.0116,0.1017,0.0211,0.0492
02/24/2026 22:00:00,2.6584,2.6240,No CT,0.0000,0.4609,0.0009,0.0036,0.0020,0.0266,0.0000,0.0583,4.0105,0.0076,0.2812,0.0481,0.0117,0.1136,0.0233,0.0496
02/24/2026 23:00:00,2.6616,2.6317,No CT,0.0000,0.5633,0.0011,0.0034,0.0018,0.0094,0.0000,0.0545,4.0538,0.0091,0.2159,0.0623,0.0115,0.0842,0.0229,0.0138
02/25/2026 00:00:00,2.1590,2.2145,No CT,0.0000,0.0000,0.0000,0.0026,0.0000,0.0035,0.0000,0.0405,3.8658,0.0068,0.1312,0.0372,0.0113,0.0752,0.0173,0.0000
02/25/2026 01:00:00,2.1040,2.2169,No CT,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0261,3.8539,0.0068,0.0766,0.0544,0.0111,0.0754,0.0168,0.0000
02/25/2026 02:00:00,2.2243,2.2336,No CT,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0340,3.9097,0.0069,0.0732,0.1438,0.0111,0.0758,0.0182,0.0000
02/25/2026 03:00:00,2.1523,2.2314,No CT,0.0000,0.0000,0.0000,0.0025,0.0000,0.0000,0.0000,0.0268,3.9157,0.0069,0.0740,0.0728,0.0112,0.0759,0.0171,0.0000
02/25/2026 04:00:00,2.0471,2.1389,No CT,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0325,3.7225,0.0068,0.0746,0.0612,0.0110,0.0757,0.0160,0.0000
02/25/2026 05:00:00,2.2394,2.3564,No CT,0.0000,0.3653,0.0007,0.0028,0.0000,0.0006,0.0000,0.0267,3.7907,0.0069,0.0737,0.0370,0.0109,0.0759,0.0179,0.0006
02/25/2026 06:00:00,1.9637,2.0610,No CT,0.0000,0.0000,0.0000,0.0021,0.0000,0.0251,0.0000,0.0348,3.5285,0.0066,0.0887,0.0361,0.0110,0.0834,0.0150,0.0121
02/25/2026 07:00:00,2.3909,2.4836,No CT,0.0000,0.0000,0.0000,0.0030,0.0000,0.0226,0.0000,0.0308,4.2061,0.0070,0.1655,0.0536,0.0116,0.1146,0.0206,0.0652
02/25/2026 08:00:00,2.3770,2.4315,No CT,0.0000,0.0000,0.0000,0.0031,0.0000,0.0271,0.0000,0.0476,4.0887,0.0070,0.2032,0.0472,0.0117,0.1143,0.0207,0.0488
02/25/2026 09:00:00,2.4776,2.4998,No CT,0.0001,0.7609,0.0016,0.0033,0.0001,0.0163,0.0000,0.0601,3.4443,0.0072,0.2370,0.0512,0.0111,0.1144,0.0215,0.0493
02/25/2026 10:00:00,1.6745,1.7307,No CT,0.0000,0.0000,0.0000,0.0020,0.0000,0.0094,0.0000,0.0197,2.7241,0.0067,0.2017,0.0631,0.0109,0.1140,0.0135,0.0484
02/25/2026 11:00:00,1.6387,1.6817,No CT,0.0000,0.6579,0.0011,0.0023,0.0000,0.0237,0.0000,0.0375,1.9738,0.0068,0.1975,0.0476,0.0101,0.1137,0.0125,0.0490
02/25/2026 12:00:00,1.7832,1.8616,No CT,0.0000,1.2522,0.0021,0.0028,0.0000,0.0060,0.0000,0.0633,1.6687,0.0074,0.1798,0.0619,0.0097,0.1145,0.0139,0.0616
02/25/2026 13:00:00,1.1373,1.1691,No CT,0.0000,0.0000,0.0000,0.0010,0.0000,0.0004,0.0000,0.0183,1.5747,0.0054,0.1392,0.1696,0.0289,0.1142,0.0083,0.0622
02/25/2026 14:00:00,1.2930,1.2049,No CT,0.0000,0.0000,0.0000,0.0010,0.0000,0.0247,0.0000,0.0200,1.7169,0.0074,0.1807,0.1881,0.0144,0.0966,0.0096,0.0538
02/25/2026 15:00:00,1.3414,1.3258,No CT,0.0000,0.5333,0.0009,0.0016,0.0001,0.0036,0.0000,0.0168,1.5761,0.0059,0.1308,0.1074,0.0139,0.0650,0.0087,0.0012
02/25/2026 16:00:00,0.9122,0.9480,No CT,0.0000,0.0000,0.0000,0.0007,0.0000,0.0050,0.0000,0.0017,1.3995,0.0040,0.1063,0.0677,0.0139,0.0647,0.0003,0.0000
02/25/2026 17:00:00,1.0590,1.1299,No CT,0.0000,0.0000,0.0000,0.0008,0.0011,0.0000,0.0000,0.0121,1.7603,0.0047,0.1053,0.0404,0.0141,0.0647,0.0059,0.0000
02/25/2026 18:00:00,1.1470,1.2044,No CT,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0250,1.8654,0.0068,0.1098,0.0644,0.0142,0.0647,0.0077,0.0161
02/25/2026 19:00:00,1.5164,2.6360,No CT,0.0001,0.4012,0.0009,0.0032,0.0161,0.0008,0.0000,0.0248,2.0885,1.0269,0.1758,0.0510,0.0103,0.0639,0.0129,0.0954
02/25/2026 20:00:00,1.6193,2.1698,No CT,0.0000,0.3804,0.0007,0.0097,0.0272,0.0468,0.0000,0.0273,2.2060,0.4890,0.1541,0.0743,0.0124,0.0641,0.0133,0.1052
02/25/2026 21:00:00,1.2746,1.9641,No CT,0.0000,0.0000,0.0000,0.0023,0.0017,0.0071,0.0000,0.0303,2.0398,0.6177,0.1550,0.0523,0.0120,0.0624,0.0099,0.0744
02/25/2026 22:00:00,2.0573,2.0974,No CT,0.0000,1.3200,0.0023,0.0031,0.0003,0.0076,0.0000,0.0564,1.9807,0.0077,0.1772,0.0751,0.0139,0.0755,0.0196,0.0680
02/25/2026 23:00:00,1.4924,1.5451,No CT,0.0000,0.2793,0.0005,0.0018,0.0003,0.0004,0.0000,0.0917,2.0710,0.0063,0.1882,0.0484,0.0144,0.0753,0.0114,0.0601
02/26/2026 00:00:00,3.6106,3.7144,No CT,0.0000,4.3793,0.0077,0.0070,0.0055,0.0021,0.0000,0.1611,2.2408,0.0077,0.0985,0.0393,0.0126,0.0768,0.0298,0.0030
02/26/2026 01:00:00,1.8971,1.9876,No CT,0.0000,0.6232,0.0011,0.0024,0.0005,0.0006,0.0000,0.0211,2.7649,0.0066,0.0957,0.0595,0.0143,0.0755,0.0145,0.0007
02/26/2026 02:00:00,1.5678,1.6715,No CT,0.0000,0.0000,0.0000,0.0016,0.0000,0.0000,0.0000,0.0201,2.8039,0.0064,0.0894,0.0366,0.0146,0.0750,0.0112,0.0000
02/26/2026 03:00:00,1.6794,1.8051,No CT,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0209,3.0697,0.0061,0.0522,0.0496,0.0146,0.0750,0.0111,0.0000
02/26/2026 04:00:00,1.7505,1.8817,No CT,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0221,3.2179,0.0062,0.0491,0.0489,0.0147,0.0752,0.0122,0.0000
02/26/2026 05:00:00,1.8668,2.0074,No CT,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0241,3.4666,0.0065,0.0521,0.0369,0.0149,0.0751,0.0137,0.0000
02/26/2026 06:00:00,2.1348,2.2757,No CT,0.0000,0.3699,0.0007,0.0027,0.0000,0.0006,0.0000,0.0319,3.6110,0.0062,0.0532,0.0371,0.0149,0.0763,0.0161,0.0028
02/26/2026 07:00:00,2.1375,2.2917,No CT,0.0000,0.0000,0.0000,0.0027,0.0003,0.0000,0.0000,0.0350,3.7704,0.0093,0.1277,0.0730,0.0152,0.1152,0.0183,0.0824
02/26/2026 08:00:00,2.0775,3.1376,No CT,0.0003,0.4694,0.0013,0.0041,0.0000,0.0024,0.0000,0.0419,3.1899,0.9095,0.1404,0.0491,0.0112,0.1142,0.0183,0.0887
02/26/2026 09:00:00,1.8085,2.1424,No CT,0.0002,0.6737,0.0013,0.0779,0.0000,0.0279,0.0000,0.0680,2.1988,0.2866,0.1275,0.0722,0.0130,0.1132,0.0144,0.0879
02/26/2026 10:00:00,1.2910,1.3794,No CT,0.0827,0.0003,0.0000,0.0276,0.0000,0.0224,0.0000,0.0349,1.8719,0.0061,0.1385,0.0749,0.0142,0.1136,0.0093,0.0872
02/26/2026 11:00:00,2.7243,2.5942,No CT,2.6240,0.3819,0.0006,0.0045,0.0000,0.0418,0.0000,0.0351,1.3061,0.0063,0.1372,0.1378,0.0129,0.1142,0.0193,0.0889
02/26/2026 12:00:00,1.0966,1.1613,No CT,0.0000,0.0000,0.0000,0.0068,0.0000,0.0034,0.0000,0.0235,1.5357,0.0036,0.1327,0.1450,0.0139,0.1131,0.0073,0.0868
02/26/2026 13:00:00,2.2825,2.0576,No CT,1.0601,0.4352,0.0010,0.2966,0.0000,0.0076,0.0000,0.0671,1.4154,0.1598,0.1388,0.2245,0.0131,0.1131,0.0164,0.0880
02/26/2026 14:00:00,2.0262,1.9988,No CT,1.2837,0.0045,0.0003,0.3038,0.0000,0.0227,0.0002,0.0559,1.3389,0.2754,0.1340,0.0825,0.0125,0.1010,0.0128,0.0878
02/26/2026 15:00:00,1.8453,1.6586,No CT,0.7830,0.3898,0.0004,0.2436,0.0000,0.0055,0.0000,0.0130,1.3456,0.0042,0.1364,0.0770,0.0136,0.1010,0.0121,0.0873
02/26/2026 16:00:00,1.6623,2.0575,No CT,0.7266,0.0024,0.0000,0.2426,0.0000,0.0096,0.0000,0.0264,1.5020,0.5527,0.1211,0.0685,0.0117,0.1004,0.0108,0.0880
02/26/2026 17:00:00,1.7154,2.1921,No CT,0.0000,0.9363,0.0015,0.2404,0.0000,0.0008,0.0000,0.0432,1.5488,0.5372,0.1035,0.0730,0.0116,0.1006,0.0124,0.1019
02/26/2026 18:00:00,1.3288,1.2318,No CT,0.0000,0.0000,0.0000,0.2386,0.0000,0.0000,0.0000,0.0116,1.7163,0.0034,0.1261,0.0765,0.0142,0.1005,0.0088,0.0851
02/26/2026 19:00:00,1.4926,1.4229,No CT,0.0000,0.0000,0.0000,0.2380,0.0000,0.0000,0.0000,0.0138,2.0899,0.0040,0.1259,0.0523,0.0144,0.1006,0.0104,0.0852
02/26/2026 20:00:00,1.4355,1.3429,No CT,0.0000,0.0000,0.0000,0.2377,0.0000,0.0000,0.0000,0.0142,1.9308,0.0056,0.1263,0.0755,0.0144,0.1006,0.0104,0.0852
02/26/2026 21:00:00,1.2852,1.2173,No CT,0.0000,0.0000,0.0000,0.2404,0.0000,0.0000,0.0000,0.0108,1.6803,0.0056,0.1260,0.0501,0.0143,0.1011,0.0090,0.0856
02/26/2026 22:00:00,1.5520,1.4710,No CT,0.0000,0.0000,0.0000,0.2403,0.0000,0.0000,0.0000,0.0156,2.1591,0.0062,0.1272,0.0730,0.0145,0.1124,0.0116,0.0855
02/26/2026 23:00:00,2.2242,2.3699,No CT,0.0000,1.3556,0.0024,0.1021,0.0000,0.0013,0.0000,0.1952,2.1343,0.1824,0.1055,0.1270,0.0131,0.0964,0.0179,0.0496
02/27/2026 00:00:00,3.2402,3.3136,No CT,0.0000,3.4067,0.0060,0.0058,0.0000,0.0020,0.0000,0.0257,2.5876,0.0072,0.0509,0.1107,0.0130,0.0756,0.0260,0.0033
02/27/2026 01:00:00,1.6609,1.8067,No CT,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0216,3.0408,0.0064,0.0527,0.0457,0.0146,0.0743,0.0117,0.0000
02/27/2026 02:00:00,1.7039,1.8365,No CT,0.0000,0.0000,0.0000,0.0021,0.0000,0.0000,0.0000,0.0222,3.1273,0.0065,0.0526,0.0451,0.0146,0.0742,0.0119,0.0000
02/27/2026 03:00:00,1.7534,1.8781,No CT,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0224,3.2091,0.0063,0.0529,0.0528,0.0147,0.0741,0.0124,0.0000
02/27/2026 04:00:00,1.8456,1.9861,No CT,0.0000,0.0000,0.0000,0.0023,0.0000,0.0000,0.0000,0.0239,3.4190,0.0065,0.0534,0.0385,0.0148,0.0743,0.0135,0.0000
02/27/2026 05:00:00,1.8357,1.9793,No CT,0.0000,0.0000,0.0000,0.0020,0.0000,0.0000,0.0000,0.0238,3.4077,0.0064,0.0524,0.0358,0.0149,0.0743,0.0136,0.0000
02/27/2026 06:00:00,2.0770,2.2125,No CT,0.0000,0.3669,0.0008,0.0026,0.0000,0.0006,0.0000,0.0243,3.4992,0.0061,0.0531,0.0420,0.0147,0.0746,0.0155,0.0006
02/27/2026 07:00:00,1.8084,1.9336,No CT,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0229,3.3230,0.0059,0.0527,0.0506,0.0148,0.0745,0.0130,0.0000
02/27/2026 08:00:00,1.5302,1.6421,No CT,0.0000,0.0000,0.0000,0.0017,0.0000,0.0245,0.0000,0.0309,2.7321,0.0069,0.0527,0.0409,0.0145,0.0742,0.0100,0.0000
02/27/2026 09:00:00,1.6086,1.6532,No CT,0.0000,0.0000,0.0000,0.0019,0.0000,0.0222,0.0000,0.0306,2.7511,0.0074,0.1212,0.0474,0.0147,0.0738,0.0120,0.0000
02/27/2026 10:00:00,1.1872,1.2059,No CT,0.0000,0.0000,0.0000,0.0013,0.0000,0.0235,0.0000,0.0274,1.8717,0.0060,0.1355,0.0506,0.0143,0.0733,0.0078,0.0000
02/27/2026 11:00:00,1.0012,1.0154,No CT,0.0000,0.0000,0.0000,0.0010,0.0000,0.0030,0.0000,0.0134,1.5066,0.0054,0.1301,0.0769,0.0140,0.0733,0.0038,0.0000
02/27/2026 12:00:00,0.9582,0.8918,No CT,0.0000,0.0000,0.0000,0.0010,0.0000,0.0051,0.0000,0.0043,1.2736,0.0044,0.1236,0.1587,0.0138,0.0733,0.0041,0.0000
02/27/2026 13:00:00,0.8459,0.8752,No CT,0.0000,0.1162,0.0001,0.0012,0.0000,0.0237,0.0000,0.0172,1.0925,0.0039,0.1232,0.0580,0.0136,0.0776,0.0039,0.0057
02/27/2026 14:00:00,0.8817,0.9003,No CT,0.0000,0.2615,0.0003,0.0364,0.0000,0.0161,0.0000,0.0134,0.8786,0.0040,0.1605,0.0632,0.0136,0.1003,0.0047,0.0446
02/27/2026 15:00:00,1.0309,0.8798,No CT,0.0000,0.0000,0.0000,0.2493,0.0000,0.0038,0.0000,0.0144,1.0825,0.0029,0.1569,0.0489,0.0139,0.0994,0.0053,0.0445
02/27/2026 16:00:00,1.0499,0.8761,No CT,0.0000,0.0000,0.0000,0.2457,0.0000,0.0002,0.0000,0.0074,1.0978,0.0025,0.1562,0.0731,0.0139,0.0996,0.0055,0.0444
02/27/2026 17:00:00,1.1772,1.0280,No CT,0.0000,0.0000,0.0000,0.2434,0.0000,0.0000,0.0000,0.0096,1.4032,0.0031,0.1551,0.0503,0.0142,0.0996,0.0070,0.0447
02/27/2026 18:00:00,1.4076,1.2628,No CT,0.0000,0.0000,0.0000,0.2402,0.0000,0.0000,0.0000,0.0127,1.8627,0.0037,0.1537,0.0528,0.0145,0.0996,0.0094,0.0448
02/27/2026 19:00:00,1.5540,1.3932,No CT,0.0000,0.0000,0.0000,0.2394,0.0000,0.0000,0.0000,0.0142,2.1162,0.0040,0.1538,0.0713,0.0146,0.0997,0.0107,0.0450
02/27/2026 20:00:00,1.3968,1.2562,No CT,0.0000,0.0000,0.0000,0.2412,0.0000,0.0000,0.0000,0.0139,1.8460,0.0058,0.1537,0.0497,0.0145,0.0997,0.0099,0.0450
02/27/2026 21:00:00,1.3907,1.2439,No CT,0.0000,0.0000,0.0000,0.2397,0.0000,0.0000,0.0000,0.0126,1.8238,0.0054,0.1536,0.0567,0.0145,0.0998,0.0099,0.0447
02/27/2026 22:00:00,1.5772,1.4469,No CT,0.0000,0.0000,0.0000,0.2404,0.0000,0.0000,0.0000,0.0163,2.1987,0.0061,0.1393,0.0669,0.0146,0.1116,0.0116,0.0449
02/27/2026 23:00:00,1.4855,1.4028,No CT,0.0000,0.0000,0.0000,0.2431,0.0000,0.0000,0.0000,0.0159,2.1109,0.0062,0.1086,0.0482,0.0144,0.1121,0.0107,0.0449
02/28/2026 00:00:00,1.6125,1.5350,No CT,0.0000,0.0000,0.0000,0.2426,0.0000,0.0000,0.0000,0.0176,2.3715,0.0063,0.0957,0.0562,0.0145,0.1121,0.0117,0.0450
02/28/2026 01:00:00,1.8136,1.7516,No CT,0.0000,0.0000,0.0000,0.2423,0.0000,0.0000,0.0000,0.0198,2.7695,0.0064,0.0856,0.0653,0.0147,0.1125,0.0136,0.0452
02/28/2026 02:00:00,2.0403,1.9851,No CT,0.0000,0.4598,0.0008,0.2417,0.0000,0.0006,0.0000,0.0211,2.7882,0.0066,0.0854,0.0484,0.0145,0.1126,0.0156,0.0455
02/28/2026 03:00:00,1.9205,1.8614,No CT,0.0000,0.0000,0.0000,0.2408,0.0000,0.0000,0.0000,0.0207,3.0106,0.0063,0.0858,0.0515,0.0149,0.1125,0.0146,0.0452
02/28/2026 04:00:00,2.0568,1.9818,No CT,0.0000,0.0000,0.0000,0.2408,0.0000,0.0000,0.0000,0.0226,3.2443,0.0064,0.0859,0.0693,0.0150,0.1126,0.0160,0.0455
02/28/2026 05:00:00,2.0188,1.9634,No CT,0.0000,0.0000,0.0000,0.2405,0.0000,0.0000,0.0000,0.0223,3.2093,0.0064,0.0857,0.0495,0.0150,0.1126,0.0156,0.0454
02/28/2026 06:00:00,2.1905,2.1411,No CT,0.0000,0.0000,0.0000,0.2379,0.0000,0.0000,0.0000,0.0248,3.5598,0.0065,0.0851,0.0476,0.0152,0.1126,0.0174,0.0455
02/28/2026 07:00:00,1.9467,1.8802,No CT,0.0000,0.0000,0.0000,0.2371,0.0000,0.0000,0.0000,0.0212,3.0480,0.0061,0.0857,0.0632,0.0149,0.1125,0.0151,0.0452
02/28/2026 08:00:00,1.7153,1.6497,No CT,0.0000,0.0000,0.0000,0.2395,0.0000,0.0000,0.0000,0.0184,2.5945,0.0060,0.0857,0.0588,0.0146,0.1124,0.0126,0.0451
02/28/2026 09:00:00,3.0602,2.9803,No CT,0.0000,3.0567,0.0050,0.2389,0.0000,0.0267,0.0000,0.1486,1.9720,0.0103,0.0934,0.0472,0.0131,0.1137,0.0236,0.0474
02/28/2026 10:00:00,1.8578,1.9443,No CT,0.0000,1.2466,0.0020,0.2605,0.0000,0.0058,0.0000,0.0390,1.5086,0.1951,0.0877,0.0634,0.0128,0.1127,0.0112,0.0465
02/28/2026 11:00:00,1.0695,0.9545,No CT,0.0000,0.0000,0.0000,0.2606,0.0000,0.0063,0.0000,0.0063,1.2275,0.0030,0.0954,0.0589,0.0138,0.1119,0.0038,0.0459
02/28/2026 12:00:00,0.9980,0.8784,No CT,0.0000,0.0000,0.0000,0.2604,0.0000,0.0233,0.0000,0.0143,1.0725,0.0025,0.0933,0.0487,0.0137,0.1118,0.0042,0.0457
02/28/2026 13:00:00,0.6792,0.6084,No CT,0.0000,0.0000,0.0000,0.2602,0.0000,0.0017,0.0000,0.0107,0.4505,0.0014,0.0838,0.0729,0.0133,0.1566,0.0016,0.0453
02/28/2026 14:00:00,0.6161,0.5623,No CT,0.0000,0.0000,0.0000,0.2602,0.0000,0.0048,0.0000,0.0019,0.3793,0.0013,0.0833,0.0488,0.0132,0.1529,0.0010,0.0452
02/28/2026 15:00:00,0.6840,0.6262,No CT,0.0000,0.0000,0.0000,0.2602,0.0000,0.0000,0.0000,0.0026,0.4801,0.0016,0.0834,0.0719,0.0133,0.1529,0.0014,0.0452
02/28/2026 16:00:00,0.6800,0.6338,No CT,0.0000,0.0000,0.0000,0.2600,0.0000,0.0000,0.0000,0.0030,0.5169,0.0014,0.0834,0.0502,0.0134,0.1516,0.0017,0.0450
02/28/2026 17:00:00,1.9946,1.9371,No CT,0.0000,2.0715,0.0025,0.2582,0.0000,0.0009,0.0000,0.2136,0.7908,0.0045,0.0955,0.0491,0.0128,0.1472,0.0139,0.0451
02/28/2026 18:00:00,2.3424,2.7444,No CT,0.0002,3.0442,0.0045,0.0050,0.0000,0.0021,0.0004,0.0145,1.1771,0.3082,0.0943,0.0725,0.0107,0.1125,0.0188,0.0038
02/28/2026 19:00:00,0.8181,0.9592,No CT,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0090,1.3293,0.0025,0.0830,0.0400,0.0137,0.1125,0.0053,0.0000
02/28/2026 20:00:00,1.0059,1.1275,No CT,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0109,1.6550,0.0030,0.0828,0.0627,0.0139,0.1131,0.0066,0.0000
02/28/2026 21:00:00,1.1004,1.2509,No CT,0.0000,0.0000,0.0000,0.0014,0.0000,0.0000,0.0000,0.0132,1.8929,0.0064,0.0813,0.0389,0.0140,0.1132,0.0074,0.0000
02/28/2026 22:00:00,0.9527,1.1701,No CT,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0116,1.7154,0.0049,0.0252,0.0380,0.0137,0.1257,0.0018,0.0000
02/28/2026 23:00:00,0.8262,1.0189,No CT,0.0000,0.0000,0.0000,0.0009,0.0000,0.0000,0.0000,0.0036,1.4171,0.0039,0.0305,0.0562,0.0135,0.1263,0.0000,0.0000
03/01/2026 00:00:00,2.6674,2.8413,No CT,0.0000,3.3995,0.0056,0.0055,0.0000,0.0008,0.0000,0.1815,1.3834,0.0081,0.0759,0.0422,0.0123,0.1291,0.0200,0.0014
03/01/2026 01:00:00,3.0069,3.1829,No CT,0.0000,4.0165,0.0066,0.0064,0.0000,0.0009,0.0000,0.1258,1.4673,0.0073,0.0953,0.0351,0.0121,0.1286,0.0233,0.0006
03/01/2026 02:00:00,0.9958,1.1411,No CT,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0095,1.6525,0.0053,0.1000,0.0357,0.0139,0.1278,0.0008,0.0000
03/01/2026 03:00:00,1.0604,1.1951,No CT,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0126,1.7591,0.0057,0.0989,0.0475,0.0139,0.1278,0.0027,0.0000
03/01/2026 04:00:00,1.0816,1.2235,No CT,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0142,1.8153,0.0057,0.0934,0.0458,0.0139,0.1276,0.0043,0.0000
03/01/2026 05:00:00,1.0023,1.1881,No CT,0.0000,0.0000,0.0000,0.0011,0.0000,0.0000,0.0000,0.0133,1.7478,0.0049,0.0585,0.0366,0.0138,0.1275,0.0007,0.0000
03/01/2026 06:00:00,1.2481,1.4605,No CT,0.0000,0.5189,0.0009,0.0018,0.0000,0.0002,0.0000,0.0143,1.7614,0.0046,0.0349,0.0341,0.0135,0.1274,0.0036,0.0002
03/01/2026 07:00:00,1.1457,1.2999,No CT,0.0000,0.0000,0.0000,0.0012,0.0000,0.0103,0.0000,0.0221,1.9663,0.0044,0.0802,0.0340,0.0140,0.1234,0.0033,0.0005
03/01/2026 08:00:00,2.1422,1.8863,No CT,0.0000,0.4118,0.0007,0.1829,0.0000,0.0356,0.0000,0.0341,2.6390,0.0066,0.3113,0.0396,0.0153,0.1136,0.0178,0.0392
03/01/2026 09:00:00,1.8596,1.4671,No CT,0.0000,0.0000,0.0000,0.2708,0.0000,0.0234,0.0000,0.0256,2.2360,0.0082,0.3590,0.0493,0.0156,0.1128,0.0146,0.0459
03/01/2026 10:00:00,1.5384,1.1452,No CT,0.0000,0.0000,0.0000,0.2631,0.0000,0.0218,0.0000,0.0214,1.6085,0.0063,0.3645,0.0463,0.0154,0.1123,0.0114,0.0454
03/01/2026 11:00:00,1.5094,1.0460,No CT,0.0000,0.0000,0.0000,0.2658,0.0000,0.0032,0.0000,0.0116,1.4406,0.0062,0.3661,0.1181,0.0152,0.1037,0.0114,0.0454
03/01/2026 12:00:00,2.1742,2.6134,No CT,0.0000,1.1656,0.0022,0.3102,0.0000,0.0271,0.0000,0.0463,1.4101,0.9681,0.3743,0.1100,0.0110,0.0978,0.0175,0.0579
03/01/2026 13:00:00,1.6953,1.5070,No CT,0.0000,0.0000,0.0000,0.3159,0.0000,0.0059,0.0000,0.0235,1.8471,0.2459,0.3616,0.0466,0.0145,0.0975,0.0110,0.0592
03/01/2026 14:00:00,1.9618,1.5761,No CT,0.0000,1.1126,0.0017,0.2621,0.0000,0.0031,0.0000,0.0497,1.3264,0.0064,0.3673,0.0447,0.0147,0.0868,0.0147,0.0594
03/01/2026 15:00:00,1.8314,1.4987,No CT,0.0000,1.3730,0.0016,0.2612,0.0000,0.0002,0.0000,0.1958,0.6348,0.0056,0.3714,0.0533,0.0142,0.1408,0.0122,0.0592
03/01/2026 16:00:00,3.3193,3.0379,No CT,0.0000,4.1776,0.0045,0.2616,0.0000,0.0014,0.0000,0.0167,0.9895,0.0074,0.3489,0.0474,0.0132,0.1611,0.0271,0.0611
03/01/2026 17:00:00,1.3490,1.0036,No CT,0.0000,0.0000,0.0000,0.2857,0.0000,0.0261,0.0000,0.0230,1.1879,0.0040,0.3484,0.0559,0.0150,0.1335,0.0075,0.0579
03/01/2026 18:00:00,1.5881,1.1596,No CT,0.0000,0.3812,0.0007,0.3905,0.0000,0.0209,0.0000,0.0184,1.1466,0.0049,0.3360,0.0383,0.0149,0.0862,0.0104,0.0582
03/01/2026 19:00:00,1.7284,1.3827,No CT,0.0000,0.0000,0.0000,0.2650,0.0000,0.0049,0.0000,0.0144,2.0766,0.0098,0.3474,0.0383,0.0157,0.0862,0.0126,0.0599
03/01/2026 20:00:00,1.7661,1.6126,No CT,0.0000,0.0000,0.0001,0.2604,0.0000,0.0249,0.0000,0.0225,2.1386,0.1690,0.3191,0.0530,0.0145,0.0851,0.0123,0.0763
